address,geocoded_address
406 Woodlands Street 41,"406, Woodlands Street 41, Woodlands, Northwest, 730406, Singapore"
539 Bedok North Street 3,"UOB, 539, Bedok North Street 3, Chai Chee, Bedok, Southeast, 460539, Singapore"
175 Lompang Road,"Lompang Road, Jelebu, Bukit Panjang, Northwest, 677743, Singapore"
148 Simei Street 1,"148, Simei Street 1, Tampines, Southeast, 520148, Singapore"
481 Tampines Street 44,"481, Tampines Street 44, Tampines, Northeast, 520481, Singapore"
871B Tampines Street 86,"Tampines Street 86, Tampines, Northeast, 521870, Singapore"
292 Tampines Street 22,"292, Tampines Street 22, Tampines East, Tampines, Northeast, 520292, Singapore"
556 Pasir Ris Street 51,"556, Pasir Ris Street 51, Pasir Ris, Northeast, 510556, Singapore"
122 Marsiling Rise,"122, Marsiling Rise, Woodlands, Northwest, 730122, Singapore"
623 Woodlands Drive 52,"Woodlands Drive 52, Woodlands, Northwest, 737773, Singapore"
145 Lorong 2 Toa Payoh,"145, Lorong 2 Toa Payoh, Toa Payoh Towers, Toa Payoh, Central, 310145, Singapore"
632 Bedok Reservoir Road,"Lit Heng Seng Minimart, 632, Bedok Reservoir Road, Bedok, Northeast, 470632, Singapore"
9 Yuk Tong Ave,"9, Yuk Tong Avenue, Southwest, 596314, Singapore"
322C Sumang Walk,"Punggol Bayview, 322C, Sumang Walk, Waterway West, Punggol, Northeast, 823322, Singapore"
814 Jurong West Street 81,"814, Jurong West Street 81, Yunnan, Jurong West, Southwest, 640814, Singapore"
531 Ang Mo Kio Avenue 10,"Selleys, 531, Ang Mo Kio Avenue 10, Cheng San Centre, Ang Mo Kio, Central, 560531, Singapore"
91 Lorong 3 Toa Payoh,"91, Lorong 3 Toa Payoh, Braddell, Toa Payoh, Central, 310091, Singapore"
544 Woodlands Drive 16,"544, Woodlands Drive 16, Woodlands, Northwest, 730544, Singapore"
9 West Coast Walk,"The Parc, 9, West Coast Walk, Westpeak Terrace, Clementi, Southwest, 127160, Singapore"
803C Keat Hong Close,"803C, Keat Hong Close, Keat Hong, Choa Chu Kang, Southwest, 683803, Singapore"
226 Changi Rd,"Changi Road, Kembangan, Bedok, Southeast, 419871, Singapore"
245 Orchard Blvd,"Orchard Boulevard, Orchard, Central, 249690, Singapore"
69 Cavenagh Rd,"Cavenagh Road, Cairnhill, Newton, Central, 229616, Singapore"
526 Hougang Avenue 6,"Hougang Avenue 6, Hougang, Northeast, 531435, Singapore"
546 Serangoon North Avenue 3,"Serangoon North Avenue 3, Serangoon North, Central, 552542, Singapore"
418 Yishun Avenue 11,"Yishun Avenue 11, Yishun, Northwest, 760414, Singapore"
629 Hougang Avenue 8,"629, Hougang Avenue 8, Hougang, Northeast, 530631, Singapore"
336B Anchorvale Crescent,"336B, Anchorvale Crescent, Anchorvale, Seng Kang, Northeast, 542336, Singapore"
133 Rivervale Street,"133, Rivervale Street, Rivervale, Seng Kang, Northeast, 542124, Singapore"
602 Hougang Avenue 4,"Emmar Store, 602, Hougang Avenue 4, Hougang, Northeast, 538830, Singapore"
48 Lengkong Tujoh,"Lengkong Tujoh, Kembangan, Bedok, Southeast, 417393, Singapore"
10 Geylang East Ave 1,"Geylang East Avenue 1, Geylang, Southeast, 389780, Singapore"
55 Choa Chu Kang Loop,"Choa Chu Kang Loop, Choa Chu Kang Town Centre, Choa Chu Kang, Southwest, 681306, Singapore"
627 Senja Road,"Blk 627, 627, Senja Road, Senja, Bukit Panjang, Northwest, 670627, Singapore"
29B West Coast Pk,"Botannia, 29B, West Coast Park, West Coast, Clementi, Southwest, 126752, Singapore"
102 Henderson Crescent,"Henderson Crescent, Bukit Merah, Central, 151106, Singapore"
350A Canberra Road,"350A, Canberra Road, Sembawang, Northwest, 751350, Singapore"
316 Sembawang Vista,"316, Sembawang Vista, Sembawang, Northwest, 750316, Singapore"
738 Bedok Reservoir Rd,"738, Bedok Reservoir Road, Waterfront Isle, Bedok, Northeast, 479265, Singapore"
554 Bedok North Street 3,"554, Bedok North Street 3, Bedok, Southeast, 460554, Singapore"
309 Shunfu Road,"309, Shunfu Road, Shunfu Gardens, Bishan, Central, 570309, Singapore"
875 Woodlands Street 82,"Woodlands Street 82, Woodlands, Northwest, 738507, Singapore"
183C Woodlands Street 13,"183C, Woodlands Street 13, Marsiling Greenview, Woodlands, Northwest, 733183, Singapore"
502 Woodlands Drive 14,"502, Woodlands Drive 14, Woodlands, Northwest, 730502, Singapore"
188 Bishan Street 13,"188, Bishan Street 13, Bishan, Central, 570188, Singapore"
832 Yishun Street 81,"Yishun Street 81, Yishun, Northwest, 760845, Singapore"
2 Cactus Rd,"Cactus Road, Ang Mo Kio, Central, 569061, Singapore"
110 Jurong East Street 13,"110, Jurong East Street 13, Yuhua, Jurong East, Southwest, 600110, Singapore"
9 Telok Blangah Crescent,"9, Telok Blangah Crescent, Bukit Merah, Central, 090008, Singapore"
139 Jalan Bukit Merah,"139, Jalan Bukit Merah, Radin Mas, Bukit Merah, Central, 160111, Singapore"
541 Jurong West Avenue 1,"541, Jurong West Avenue 1, Hong Kah, Jurong West, Southwest, 640541, Singapore"
710 Ang Mo Kio Avenue 8,"OneDoctors, 710, Ang Mo Kio Avenue 8, Ang Mo Kio, Central, 560710, Singapore"
633 Ang Mo Kio Avenue 6,"Ang Mo Kio Avenue 6, Ang Mo Kio, Central, 569770, Singapore"
487 Admiralty Link,"487, Admiralty Link, Sembawang Green, Sembawang, Northwest, 750487, Singapore"
41 Sembawang Cres,"41, Sembawang Crescent, Sembawang, Northwest, 756988, Singapore"
403 Yishun Avenue 6,"Yishun Avenue 6, Yishun, Northwest, 769039, Singapore"
824 Yishun Street 81,"Yishun Street 81, Yishun, Northwest, 760845, Singapore"
236 Serangoon Avenue 3,"236, Serangoon Avenue 3, Serangoon, Southeast, 550253, Singapore"
11 Silat Ave,"11, Silat Avenue, Avenue South Residence, Bukit Merah, Central, 168877, Singapore"
277C Compassvale Link,"PCF Sparkletots Preschool, 277C, Compassvale Link, Compassvale, Seng Kang, Northeast, 541265, Singapore"
306 Woodlands Street 31,"Food Loft, 306, Woodlands Street 31, Marsiling Point, Woodlands, Northwest, 730306, Singapore"
29 Pasir Ris Link,"29, Pasir Ris Link, Pasir Ris, Northeast, 518169, Singapore"
2 Tao Ching Rd,"Lake Life, 2, Tao Ching Road, Jurong West, Southwest, 618721, Singapore"
20 Oxford Rd,"20, Oxford Road, Kallang, Central, 218815, Singapore"
30 Woodlands Dr 16,"30, Woodlands Drive 16, Woodlands, Northwest, 737769, Singapore"
30A Holland Close,"30A, Holland Close, Queenstown, Northwest, 271030, Singapore"
688C Choa Chu Kang Crescent,"Choa Chu Kang Crescent, Yew Tee, Choa Chu Kang, Southwest, 689097, Singapore"
172C Edgedale Plains,"Blk 172C, 172C, Edgedale Plains, Punggol Field East, Punggol, Northeast, 828848, Singapore"
37 Choa Chu Kang Loop,"37, Choa Chu Kang Loop, Choa Chu Kang, Southwest, 680308, Singapore"
24 Verdun Rd,"Verdun Road, Little India, Rochor, Central, 207667, Singapore"
321 Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Mei Hwan, Serangoon, Southeast, 557139, Singapore"
68 Woodlands Dr 16,"Woodlands Drive 16, Woodlands, Northwest, 731573, Singapore"
312 Sembawang Drive,"312, Sembawang Drive, Sembawang, Northwest, 750312, Singapore"
415A Fernvale Link,"415A, Fernvale Link, Fernvale, Seng Kang, Central, 791415, Singapore"
240 Serangoon Avenue 2,"Serangoon Avenue 2, Serangoon, Southeast, 556138, Singapore"
60 Dakota Crescent,"Mountbatten Neighbourhood Police Post, 60, Dakota Crescent, Marine Parade, Southeast, 390060, Singapore"
970 Hougang Street 91,"Hougang Street 91, Hougang, Northeast, 534256, Singapore"
58 Punggol Walk,"58, Punggol Walk, Punggol Field West, Punggol, Northeast, 820058, Singapore"
Lorong Paya Lebar,"Lorong Paya Lebar, Joo Seng, Southeast, 534860, Singapore"
327 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Ang Mo Kio, Central, 563700, Singapore"
118 Clementi Street 13,"118, Clementi Street 13, Sunset Way Residence, Clementi, Northwest, 120118, Singapore"
151 Jalan Teck Whye,"151, Jalan Teck Whye, Teck Whye, Choa Chu Kang, Southwest, 680151, Singapore"
159 Tampines Street 12,"159, Tampines Street 12, Tampines, Northeast, 521159, Singapore"
20 Eunos Crescent,"20, Eunos Crescent, Eunos Crescent View, Geylang, Southeast, 400020, Singapore"
17 Keppel Bay View,"17, Keppel Bay View, Reflections At Keppel Bay, Bukit Merah, Southwest, 098411, Singapore"
44 Keppel Bay Dr,"Keppel Bay Drive, Fort Siloso, Sentosa, Southwest, 098382, Singapore"
236 Pasir Ris Street 21,"236, Pasir Ris Street 21, Pasir Ris, Northeast, 510236, Singapore"
19 Chai Chee Road,"19, Chai Chee Road, Ping-An Gardens, Bedok, Southeast, 461019, Singapore"
770 Bedok Reservoir Road,"770, Bedok Reservoir Road, Waterfront Key, Bedok, Northeast, 479250, Singapore"
530C Pasir Ris Drive 1,"Pasir Ris Drive 1, Pasir Ris, Northeast, 518070, Singapore"
161 Yung Ping Road,"161, Yung Ping Road, Jurong West, West, 610161, Singapore"
19 Joo Seng Road,"Joo Seng Road, Tai Seng, Joo Seng, Southeast, 368363, Singapore"
683B Jurong West Central 1,"Jurong West Central 1, Jurong West, Southwest, 641686, Singapore"
1 Farrer Dr,"Farrer Drive, Woolerton Park, Tanglin, Central, 268853, Singapore"
410 Yishun Ring Road,"410, Yishun Ring Road, Yishun, Northwest, 760413, Singapore"
538 Hougang Street 52,"Hougang Street 52, Hougang, Northeast, 531699, Singapore"
363 Clementi Avenue 2,"363, Clementi Avenue 2, The Clementview, Clementi, Southwest, 120363, Singapore"
506 Choa Chu Kang Street 51,"Choa Chu Kang Street 51, Choa Chu Kang, Southwest, 689333, Singapore"
277 Choa Chu Kang Avenue 2,"277, Choa Chu Kang Avenue 2, Keat Hong, Choa Chu Kang, Southwest, 680277, Singapore"
172 Race Course Rd,"Jade of India, 172, Race Course Road, Little India, Rochor, Central, 219569, Singapore"
135 Cashew Road,"Cashew Road, Jelebu, Bukit Panjang, Northwest, 679696, Singapore"
233 Serangoon Avenue 3,"Serangoon Avenue 3, Serangoon, Southeast, 550326, Singapore"
115 Bishan Street 12,"115, Bishan Street 12, Bishan, Central, 570115, Singapore"
1A Pine Grove,"1A, Pine Grove, Pine Grove Condos, Bukit Timah, Northwest, 597596, Singapore"
3 Dairy Farm Rd,"3, Dairy Farm Road, Dairy Farm, Bukit Panjang, Northwest, 679036, Singapore"
602C Punggol Central,"Blk 602C, 602C, Punggol Central, Punggol, Northeast, 821602, Singapore"
247 Compassvale Road,"247, Compassvale Road, Compassvale, Seng Kang, Northeast, 540247, Singapore"
481 Yio Chu Kang Rd,"481, Yio Chu Kang Road, Ang Mo Kio, Central, 787082, Singapore"
140 Bukit Batok Street 11,"140, Bukit Batok Street 11, Bukit Batok, Southwest, 650140, Singapore"
293C Compassvale Crescent,"293C, Compassvale Crescent, Seng Kang, Northeast, 543293, Singapore"
132 Choa Chu Kang Avenue 1,"132, Choa Chu Kang Avenue 1, Teck Whye, Choa Chu Kang, Southwest, 680132, Singapore"
469B Admiralty Drive,"469B, Admiralty Drive, Blue Riverview, Sembawang, Northwest, 752469, Singapore"
226 Pending Road,"Pending Road, Bangkit, Bukit Panjang, Northwest, 678296, Singapore"
636A Senja Road,"Blk 636A, 636A, Senja Road, Senja, Bukit Panjang, Northwest, 670629, Singapore"
9 Lorong 101 Changi,"9, Lorong 101 Changi, Eunos, Geylang, Southeast, 419701, Singapore"
503 Bukit Batok St 52,"503, Bukit Batok Street 52, Bukit Batok, Southwest, 650503, Singapore"
28 Jalan Klinik,"Jalan Klinik, Bukit Ho Swee Court, Bukit Merah, Central, 161022, Singapore"
2D Upper Boon Keng Road,"2D, Upper Boon Keng Road, Kallang Heights, Kallang, Southeast, 384002, Singapore"
19 Hoot Kiam Rd,"Q&M Dental Centre (River Valley), 19, Hoot Kiam Road, Tanglin, Central, 249401, Singapore"
Tanglin Hill,"Tanglin Hill, Tanglin, Central, Singapore"
261B Sengkang East Way,"261B, Sengkang East Way, Anchorvale, Seng Kang, Northeast, 542261, Singapore"
People's Garden,"26, Lorong 5 Realty Park, Hougang, Northeast, 536953, Singapore"
189C Rivervale Drive,"Rivervale Drive, Rivervale, Seng Kang, Northeast, 540151, Singapore"
Hai Sing Park,"Yuet Sing Seafood, 70, Smith Street, Chinatown, Outram, Central, 058968, Singapore"
182 Edgefield Plains,"Edgefield Plains, Punggol Central, Punggol, Northeast, 822619, Singapore"
42 Kim Yam Rd,"Oleanas Residence, 42, Kim Yam Road, Morison Hill, River Valley, Central, 239347, Singapore"
190A Rivervale Drive,"Rivervale Drive, Rivervale, Seng Kang, Northeast, 540151, Singapore"
334 Clementi Avenue 2,"334, Clementi Avenue 2, Pasir Panjang Gardens, Clementi, Southwest, 120334, Singapore"
42 Sth Buona Vista Rd,"South Buona Vista Road, one-north, Southwest, 118177, Singapore"
689B Choa Chu Kang Drive,"Choa Chu Kang Drive, Yew Tee, Choa Chu Kang, Southwest, 680624, Singapore"
260 Boon Lay Drive,"260, Boon Lay Drive, Boon Lay Crest, Boon Lay, Jurong West, Southwest, 640260, Singapore"
207 Jurong East Street 21,"207, Jurong East Street 21, Jurong East View, Jurong East, Southwest, 600207, Singapore"
218C Boon Lay Avenue,"218C, Boon Lay Avenue, Boon Lay View, Boon Lay, Jurong West, Southwest, 643218, Singapore"
226 Lorong 8 Toa Payoh,"226, Lorong 8 Toa Payoh, Toa Payoh Eight, Toa Payoh, Central, 310226, Singapore"
105 Teck Whye Lane,"105, Teck Whye Lane, Teck Whye, Choa Chu Kang, Southwest, 680105, Singapore"
401 Fajar Road,"Fajar Road, Fajar, Bukit Panjang, Northwest, 679003, Singapore"
4 Haig Road,"4, Haig Road, Joo Chiat, Geylang, Southeast, 430004, Singapore"
341B Sembawang Close,"341B, Sembawang Close, Sun Trellis, Sembawang, Northwest, 752341, Singapore"
949 Jurong West Street 91,"949, Jurong West Street 91, Nanyang Ruby, Jurong West, Southwest, 640949, Singapore"
554 Jurong West Street 42,"554, Jurong West Street 42, Hong Kah, Jurong West, Southwest, 640554, Singapore"
200 Upper Thomson Rd,"200, Upper Thomson Road, Bishan, Central, 574424, Singapore"
10A Canberra Dr,"10A, Canberra Drive, Canberra, Sembawang, Northwest, 751380, Singapore"
112 Bedok Reservoir Road,"112, Bedok Reservoir Road, Eunos Vista, Bedok, Northeast, 470112, Singapore"
218 Bedok North Street 1,"Bedok Central Post Office, 218, Bedok North Street 1, Bedok, Southeast, 460218, Singapore"
635 Ang Mo Kio Avenue 6,"Ang Mo Kio Avenue 6, Ang Mo Kio, Central, 569770, Singapore"
732 Jurong West Street 73,"732, Jurong West Street 73, Yunnan, Jurong West, Southwest, 640732, Singapore"
738 Woodlands Circle,"Woodlands Circle, Woodlands, Northwest, 730701, Singapore"
337 Sembawang Crescent,"Sembawang Crescent, Sembawang, Northwest, 757092, Singapore"
749 Yishun Street 72,"749, Yishun Street 72, Chong Pang, Yishun, Northwest, 760749, Singapore"
179 Lompang Road,"Lompang Road, Jelebu, Bukit Panjang, Northwest, 677743, Singapore"
Clementi Park,"Clementi Park, Clementi, Northwest, Singapore"
Loyang Villas,"Loyang Rise, Changi, Southeast, 506931, Singapore"
34 Jalan Bahagia,"34, Jalan Bahagia, Novena, Central, 322019, Singapore"
534 Hougang Street 52,"Hougang Street 52, Hougang, Northeast, 531699, Singapore"
Chuan Garden,"Chuan Garden, Serangoon, Southeast, 556810, Singapore"
57A New Upper Changi Road,"57A, New Upper Changi Road, Tanah Merah Green, Bedok, Southeast, 462057, Singapore"
306 Clementi Avenue 4,"306, Clementi Avenue 4, Clementi, Southwest, 120306, Singapore"
752 Choa Chu Kang North 5,"Choa Chu Kang North 5, Choa Chu Kang, Southwest, 680533, Singapore"
54 Choa Chu Kang North 7,"54, Choa Chu Kang North 7, Yew Tee, Choa Chu Kang, Southwest, 681672, Singapore"
38 Mar Thoma Rd,"Riveria 38, 38, Mar Thoma Road, Kallang, Central, 328712, Singapore"
12 West Coast Cres,"West Coast Crescent, Clementi, Southwest, 129781, Singapore"
639 Woodlands Ring Road,"Woodlands Ring Road, Woodlands, Northwest, 730663, Singapore"
159 Lorong 1 Toa Payoh,"159, Lorong 1 Toa Payoh, Toa Payoh, Central, 327873, Singapore"
209 Boon Lay Place,"209, Boon Lay Place, Jurong West, Southwest, 640209, Singapore"
769 Pasir Ris Street 71,"769, Pasir Ris Street 71, Pasir Ris, Northeast, 510769, Singapore"
557 Hougang Street 51,"Hougang Street 51, Hougang, Northeast, 532699, Singapore"
124 Rivervale Drive,"124, Rivervale Drive, Rivervale, Seng Kang, Northeast, 540124, Singapore"
295C Compassvale Crescent,"295C, Compassvale Crescent, Seng Kang, Northeast, 543295, Singapore"
25 Kovan Rd,"Kovan Road, Hougang, Northeast, 545521, Singapore"
859A Tampines Avenue 5,"859A, Tampines Avenue 5, Tampines Parkview, Tampines, Northeast, 521859, Singapore"
130 Edgedale Plains,"Edgedale Plains, Punggol Field East, Punggol, Northeast, 821053, Singapore"
625 Senja Road,"Blk 625, 625, Senja Road, Senja, Bukit Panjang, Northwest, 670625, Singapore"
274 Bangkit Road,"274, Bangkit Road, Bangkit, Bukit Panjang, Northwest, 670260, Singapore"
903 Tampines Avenue 4,"903, Tampines Avenue 4, Tampines West, Tampines, Northeast, 520903, Singapore"
469B Admiralty Drive,"469B, Admiralty Drive, Blue Riverview, Sembawang, Northwest, 752469, Singapore"
31 Bidadari Pk Dr,"31, Bidadari Park Drive, Woodleigh, Toa Payoh, Southeast, 363201, Singapore"
683B Woodlands Drive 62,"Woodlands Drive 62, Woodlands, Northwest, 737942, Singapore"
763 Woodlands Avenue 6,"Woodlands Avenue 6, Woodlands, Northwest, 738907, Singapore"
735 Woodlands Circle,"Woodlands Circle, Woodlands, Northwest, 730701, Singapore"
506 Bishan Street 11,"506, Bishan Street 11, Bishan, Central, 570506, Singapore"
465 Jurong West Street 41,"Jurong West Street 41, Jurong West, Southwest, 640484, Singapore"
698C Jurong West Central 3,"698C, Jurong West Central 3, Jurong West Blossom, Jurong West, Southwest, 643698, Singapore"
2 Lorong Lew Lian,"2, Lorong Lew Lian, Lew Lian Gardens, Serangoon, Southeast, 531002, Singapore"
419A Northshore Drive,"Waterfront II @ Northshore, 419A, Northshore Drive, Northshore, Punggol, Northeast, 821419, Singapore"
Tanjong Katong Road,"Tanjong Katong Road, Geylang, Southeast, 430022, Singapore"
609B Tampines North Drive 1,"609B, Tampines North Drive 1, Tampines GreenWeave, Tampines, Northeast, 522609, Singapore"
6 Tanah Merah Kechil Link,"6, Tanah Merah Kechil Link, Tanah Merah Green, Bedok, Southeast, 465558, Singapore"
662 Woodlands Ring Road,"Woodlands Ring Road, Woodlands, Northwest, 730663, Singapore"
156 Bedok South Avenue 3,"156, Bedok South Avenue 3, Siglap East, Bedok, Southeast, 460156, Singapore"
10 Eunos Crescent,"10, Eunos Crescent, Eunos, Geylang, Southeast, 400010, Singapore"
249 Tampines Street 21,"249, Tampines Street 21, Tampines East, Tampines, Northeast, 520249, Singapore"
424D Yishun Avenue 11,"Yishun Avenue 11, Yishun, Northwest, 760414, Singapore"
345 Yishun Avenue 11,"Yishun Avenue 11, Yishun, Northwest, 760414, Singapore"
468A Yishun Street 43,"468A, Yishun Street 43, Yishun, Northwest, 761468, Singapore"
10 Dover Rise,"Heritage View, 10, Dover Rise, Rochester Hill, Queenstown, Southwest, 138680, Singapore"
717A Woodlands Drive 70,"717A, Woodlands Drive 70, Woodlands, Northwest, 731717, Singapore"
506B Yishun Avenue 4,"Yishun Avenue 4, Yishun, Northwest, 760507, Singapore"
369 Sembawang Rd,"McDonald's, 369, Sembawang Road, Mandai, Northwest, 758382, Singapore"
207 Tampines Street 21,"207, Tampines Street 21, Tampines East, Tampines, Northeast, 520207, Singapore"
183C Woodlands Street 13,"183C, Woodlands Street 13, Marsiling Greenview, Woodlands, Northwest, 733183, Singapore"
1 Lorong 5 Toa Payoh,"1, Lorong 5 Toa Payoh, GEM Residences, Toa Payoh, Central, 319458, Singapore"
62 Lorong 4 Toa Payoh,"62, Lorong 4 Toa Payoh, Toa Payoh Vista, Toa Payoh, Central, 310062, Singapore"
80 Corporation Rd,"80, Corporation Road, Lakeholmz, Jurong West, Southwest, 649819, Singapore"
628A Woodlands Ring Road,"628A, Woodlands Ring Road, Woodlands, Northwest, 738239, Singapore"
104A Bidadari Park Drive,"104A, Bidadari Park Drive, Alkaff, Bidadari, Toa Payoh, Southeast, 340106, Singapore"
215 Lorong 8 Toa Payoh,"215, Lorong 8 Toa Payoh, Braddell, Toa Payoh, Central, 310215, Singapore"
403 Ang Mo Kio Avenue 10,"403, Ang Mo Kio Avenue 10, Ang Mo Kio, Central, 560403, Singapore"
470 Ang Mo Kio Avenue 10,"470, Ang Mo Kio Avenue 10, Teck Ghee Horizon, Ang Mo Kio, Central, 560470, Singapore"
389 Yishun Avenue 6,"Yishun Avenue 6, Yishun, Northwest, 769039, Singapore"
880 Woodlands Street 82,"880, Woodlands Street 82, Woodlands, Northwest, 738908, Singapore"
504 Jelapang Road,"Jelapang Road, Saujana, Bukit Panjang, Northwest, 677744, Singapore"
154 Yung Ho Road,"154, Yung Ho Road, Jurong West, Southwest, 610154, Singapore"
556 Jurong West Street 42,"556, Jurong West Street 42, Hong Kah, Jurong West, Southwest, 640556, Singapore"
406 Yishun Avenue 6,"Yishun Avenue 6, Yishun, Northwest, 769039, Singapore"
9 Canberra Dr,"9, Canberra Drive, Sembawang, Northwest, 768928, Singapore"
156 Bishan Street 13,"156, Bishan Street 13, Bishan, Central, 570156, Singapore"
139 Pasir Ris Grove,"Pasir Ris Grove, Pasir Ris, Northeast, 518074, Singapore"
526A Pasir Ris Street 51,"526A, Pasir Ris Street 51, Pasir Ris, Northeast, 511526, Singapore"
350 Woodlands Avenue 3,"350, Woodlands Avenue 3, Woodlands Vibes, Woodlands, Northwest, 730350, Singapore"
791 Woodlands Avenue 6,"Woodlands Avenue 6, Woodlands, Northwest, 738907, Singapore"
3 Sembawang Cres,"3, Sembawang Crescent, Sembawang, Northwest, 757094, Singapore"
13 Fernvale Cl,"13, Fernvale Close, Fernvale, Seng Kang, Central, 797622, Singapore"
404B Fernvale Lane,"404B, Fernvale Lane, Jalan Kayu, Seng Kang, Central, 792404, Singapore"
111A Alkaff Crescent,"111A, Alkaff Crescent, Alkaff, Bidadari, Toa Payoh, Southeast, 340110, Singapore"
528A Pasir Ris Street 51,"528A, Pasir Ris Street 51, Pasir Ris, Northeast, 511528, Singapore"
384 Bukit Batok West Avenue 5,"384, Bukit Batok West Avenue 5, Goodview Gardens, Bukit Batok, Southwest, 650384, Singapore"
43 Bright Hill Dr,"Bright Hill Drive, Midview City, Bishan, Central, 573960, Singapore"
Thomson Garden Estate,"220, Upper Thomson Road, Sin Ming, Bishan, Central, 574352, Singapore"
178 Bishan Street 13,"178, Bishan Street 13, Bishan, Central, 570178, Singapore"
8 Petain Rd,"8, Petain Road, Kallang, Central, 208973, Singapore"
12 Meyappa Chettiar Rd,"12, Meyappa Chettiar Road, Toa Payoh, Southeast, 358474, Singapore"
572B Woodlands Avenue 1,"572B, Woodlands Avenue 1, Woodlands, Northwest, 730508, Singapore"
633 Veerasamy Road,"633, Veerasamy Road, Rowell Court, Rochor, Central, 200633, Singapore"
16 Cantonment Close,"16, Cantonment Close, Cantonment Towers, Bukit Merah, Central, 080016, Singapore"
4 Everton Park,"4, Cantonment Road, Everton Park, Bukit Merah, Central, 080004, Singapore"
610 Ang Mo Kio Avenue 4,"Ang Mo Kio Avenue 4, Kebun Baru, Ang Mo Kio, Central, 569897, Singapore"
517 Choa Chu Kang Street 51,"Choa Chu Kang Street 51, Choa Chu Kang, Southwest, 689333, Singapore"
430D Fernvale Link,"Fernvale Link, Fernvale, Seng Kang, Central, 793470, Singapore"
319A Anchorvale Drive,"319A, Anchorvale Drive, Anchorvale Grove, Seng Kang, Northeast, 541319, Singapore"
152 Mariam Way,"Mariam Way, Changi, Southeast, 507714, Singapore"
149 Rivervale Crescent,"Rivervale Crescent, Rivervale, Seng Kang, Northeast, 540155, Singapore"
7 Simei St 4,"Simei Street 4, Simei, Southeast, 520227, Singapore"
18 Flora Dr,"18, Flora Drive, Changi, Southeast, 506852, Singapore"
406 Woodlands Street 41,"406, Woodlands Street 41, Woodlands, Northwest, 730406, Singapore"
307D Anchorvale Road,"307D, Anchorvale Road, Anchorvale, Seng Kang, Northeast, 544307, Singapore"
147 Potong Pasir Avenue 1,"Potong Pasir Avenue 1, Potong Pasir, Southeast, 358472, Singapore"
31 Pasir Panjang Hill,"Pasir Panjang Hill, Pasir Panjang, Southwest, 118136, Singapore"
520 Ang Mo Kio Avenue 5,"Ang Mo Kio Avenue 5, Serangoon North, Central, 569877, Singapore"
475B Upper Serangoon Crescent,"475B, Upper Serangoon Crescent, Hougang, Northeast, 532475, Singapore"
876 Yishun Street 81,"Yishun Street 81, Yishun, Northwest, 760845, Singapore"
144 Loyang Rise,"Loyang Rise, Changi, Southeast, 506931, Singapore"
107 Towner Road,"107, Towner Road, Kallang, Central, 321107, Singapore"
19 Flora Dr,"Flora Drive, Changi, Southeast, 507657, Singapore"
341 Bukit Batok Street 34,"341, Bukit Batok Street 34, Bukit Gombak, Bukit Batok, Southwest, 650341, Singapore"
539 Bedok North Street 3,"UOB, 539, Bedok North Street 3, Chai Chee, Bedok, Southeast, 460539, Singapore"
182 Bedok North Road,"182, Bedok North Road, Tanah Merah Green, Bedok, Southeast, 460182, Singapore"
493C Tampines Street 43,"493C, Tampines Street 43, Tampines, Northeast, 522493, Singapore"
479C Yishun Street 42,"479C, Yishun Street 42, Yishun, Northwest, 760379, Singapore"
804 Hougang Central,"Hougang Central Medical Clinic, 804, Hougang Central, Hougang, Northeast, 530804, Singapore"
305 Canberra Road,"305, Canberra Road, Canberra, Sembawang, Northwest, 750305, Singapore"
51 Sunrise Ave,"Sunrise Avenue, Ang Mo Kio, Central, 807518, Singapore"
227B Compassvale Drive,"227B, Compassvale Drive, Rivervale, Seng Kang, Northeast, 542227, Singapore"
42 Sims Drive,"42, Sims Drive, Geylang, Southeast, 380042, Singapore"
491E Tampines Street 45,"491E, Tampines Street 45, Tampines, Northeast, 524491, Singapore"
676B Punggol Drive,"676B, Punggol Drive, Waterway East, Punggol, Northeast, 822676, Singapore"
3 Joo Chiat Lane,"Joo Chiat Lane, Joo Chiat, Geylang, Southeast, 428106, Singapore"
18 Bedok North Dr,"18, Bedok North Drive, Chai Chee, Bedok, Southeast, 465495, Singapore"
16 Upper Boon Keng Road,"16, Upper Boon Keng Road, Kallang, Southeast, 380016, Singapore"
365 Yishun Ring Road,"Yishun Ring Road, Yishun, Northwest, 760675, Singapore"
939 Hougang Street 92,"939, Hougang Street 92, Hougang, Northeast, 547532, Singapore"
128 Ang Mo Kio Avenue 3,"128, Ang Mo Kio Avenue 3, Kebun Baru, Ang Mo Kio, Central, 560128, Singapore"
678C Jurong West Street 64,"678C, Jurong West Street 64, Jurong West, Southwest, 643678, Singapore"
388 Yishun Ring Road,"Yishun Ring Road, Yishun, Northwest, 760675, Singapore"
326 Yishun Ring Road,"Yishun Ring Road, Yishun, Northwest, 760675, Singapore"
524 Ang Mo Kio Avenue 5,"524, Ang Mo Kio Avenue 5, Ang Mo Kio, Central, 560524, Singapore"
103B Bidadari Park Drive,"103B, Bidadari Park Drive, Alkaff, Bidadari, Toa Payoh, Southeast, 340106, Singapore"
873 Yishun Street 81,"873, Yishun Street 81, Yishun, Central, 760873, Singapore"
