address,nearest_mrt,time_to_nearest_mrt,price,unit_type,room_type,room_size,status,updated_time,link,updated_date
477 Jurong West Street 41,,,1100.0,HDB,Common room,140.0,FULLY FURNISHED,2023-09-15 13:57:29.330686,https://99.co/singapore/rooms/property/477-jurong-west-street-41-hdb-EiWk4jVoaCivtfLM4zuT2b,2023-09-15
224C Sumang Lane,,,1400.0,HDB,Common room,90.0,FULLY FURNISHED,2023-09-15 13:57:29.330689,https://99.co/singapore/rooms/property/224c-sumang-lane-hdb-Nq567zeFKtS3nCTg7JwDQw,2023-09-15
109 Tampines Rd,,,2200.0,Condo,Master room,220.0,FULLY FURNISHED,2023-09-15 13:57:29.330691,https://99.co/singapore/rooms/property/fortune-park-condo-2XHvM6TwqjK9deZSRfjxpB,2023-09-15
531 Hougang Avenue 6,,,900.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330694,https://99.co/singapore/rooms/property/531-hougang-avenue-6-hdb-UCnpi33hyRm4Ut3NJjhK7Y,2023-09-15
667 Hougang Avenue 4,,,900.0,HDB,Master room,161.0,FULLY FURNISHED,2023-09-15 13:57:29.330696,https://99.co/singapore/rooms/property/667-hougang-avenue-4-hdb-G9nKHLFua4tnZVJvJCbnM6,2023-09-15
240 Lor Chuan,,,1400.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330698,https://99.co/singapore/rooms/property/former-chuan-park-condo-bSw8A3uu3By2Cxf9nKxYib,2023-09-15
408B Fernvale Road,Fernvale, 4 mins,1280.0,HDB,Common room,80.0,FULLY FURNISHED,2023-09-15 13:57:29.330701,https://99.co/singapore/rooms/property/408b-fernvale-road-hdb-ahr7sbBrj9HUBHUrkAJMC7,2023-09-15
Dunman Regency,,,1800.0,Semi-D,Master room,170.0,FULLY FURNISHED,2023-09-15 13:57:29.330703,https://99.co/singapore/rooms/property/dunman-road-landed-2eEJDuySo7RuCTrxSo2eM4,2023-09-15
344 River Valley Rd,Great World, 5 mins,2300.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330706,https://99.co/singapore/rooms/property/rv-altitude-condo-Ke5q2VRoTbfRc2BhFtVAdB,2023-09-15
772 Bedok Reservoir View,,,1300.0,HDB,Common room,1615.0,FULLY FURNISHED,2023-09-15 13:57:29.330708,https://99.co/singapore/rooms/property/772-bedok-reservoir-view-hdb-PBpGG6jhqHPgKxgGH7MvH2,2023-09-15
117 Bedok North Road,,,1100.0,HDB,Common room,130.0,PARTIALLY FURNISHED,2023-09-15 13:57:29.330711,https://99.co/singapore/rooms/property/117-bedok-north-road-hdb-4zavq6k2S3BkpJVPEXNJEQ,2023-09-15
50 Gilstead Rd,Novena, 6 mins,1000.0,Condo,Master room,110.0,FULLY FURNISHED,2023-09-15 13:57:29.330713,https://99.co/singapore/rooms/property/gilstead-court-condo-bvxUpisVAMr3D8f7M48YLu,2023-09-15
50 Gilstead Rd,Novena, 6 mins,1550.0,Condo,Common room,160.0,FULLY FURNISHED,2023-09-15 13:57:29.330715,https://99.co/singapore/rooms/property/gilstead-court-condo-nYsVvpZgdFiqKJz2o2f5tZ,2023-09-15
701 Bedok Reservoir Road,Bedok North, 4 mins,1300.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330718,https://99.co/singapore/rooms/property/701-bedok-reservoir-road-hdb-bWd9qRRLgJBQzJmLP3HQsb,2023-09-15
1A Cantonment Road,Maxwell, 5 mins,2500.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-15 13:57:29.330720,https://99.co/singapore/rooms/property/1a-cantonment-road-hdb-h7W7jmeasKa86Zi2YDWRed,2023-09-15
21 Tampines Ctrl 7,,,1200.0,Condo,Common room,110.0,FULLY FURNISHED,2023-09-15 13:57:29.330723,https://99.co/singapore/rooms/property/the-tampines-trilliant-condo-k5pD4ASoDb29LmiFNERvPT,2023-09-15
3B Upper Boon Keng Road,Kallang, 4 mins,1500.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330725,https://99.co/singapore/rooms/property/3b-upper-boon-keng-road-hdb-BkT53VQJKfeJX3t5FaXuWu,2023-09-15
707 Bedok North Road,Bedok North, 1 mins,1200.0,HDB,Common room,968.0,FULLY FURNISHED,2023-09-15 13:57:29.330727,https://99.co/singapore/rooms/property/707-bedok-north-road-hdb-ScgsgSpQ52zabZjeAXH3K2,2023-09-15
103 Bedok North Avenue 4,,,950.0,HDB,Common room,721.0,FULLY FURNISHED,2023-09-15 13:57:29.330730,https://99.co/singapore/rooms/property/103-bedok-north-avenue-4-hdb-XcYMrQRLrJZTSvwW3L3QGd,2023-09-15
23 Lor 30 Geylang,Dakota, 7 mins,1500.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330732,https://99.co/singapore/rooms/property/cosy-23-condo-iHn53umQFME6CiJAoaFLbo,2023-09-15
Bedok Ria,,,1400.0,Terraced House,Master room,200.0,FULLY FURNISHED,2023-09-15 13:57:29.330735,https://99.co/singapore/rooms/property/property-in-singapore-landed-eTxJ6sK7NRK5XMKVPGWnjf,2023-09-15
113 Teck Whye Lane,Keat Hong, 3 mins,950.0,HDB,Common room,172.0,FULLY FURNISHED,2023-09-15 13:57:29.330737,https://99.co/singapore/rooms/property/113-teck-whye-lane-hdb-cf77vKHJoySXdMRacdxDSc,2023-09-15
Hougang Capeview,,,1200.0,Terraced House,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330739,https://99.co/singapore/rooms/property/property-in-singapore-landed-LFfD4tXNv5hNmM5KvxZF65,2023-09-15
323D Sumang Walk,Nibong, 4 mins,900.0,HDB,Common room,107.0,FULLY FURNISHED,2023-09-15 13:57:29.330742,https://99.co/singapore/rooms/property/323d-sumang-walk-hdb-H7T4SjNUHURAkZ4ALbN4ut,2023-09-15
35 Jln Rama Rama,,,1780.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330744,https://99.co/singapore/rooms/property/de-royale-condo-FemqGSWwHArGgJdAivC9MZ,2023-09-15
172 Bukit Batok West Avenue 8,Bukit Batok West, 1 mins,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330747,https://99.co/singapore/rooms/property/172-bukit-batok-west-avenue-8-hdb-5FUyL2Q4QNR8evyQJcdB8J,2023-09-15
101B Lorong 2 Toa Payoh,Braddell, 1 mins,1200.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330749,https://99.co/singapore/rooms/property/101b-lorong-2-toa-payoh-hdb-NAj8nUitt4uYT8YrwWtmoK,2023-09-15
541 Ang Mo Kio Avenue 10,,,1250.0,HDB,Master room,300.0,FULLY FURNISHED,2023-09-15 13:57:29.330751,https://99.co/singapore/rooms/property/541-ang-mo-kio-avenue-10-hdb-gAzfvpxwZo9uwYrWqytrmH,2023-09-15
224B Sumang Lane,,,1100.0,HDB,Common room,130.0,FULLY FURNISHED,2023-09-15 13:57:29.330754,https://99.co/singapore/rooms/property/224b-sumang-lane-hdb-E4K644Xb4HjNMZT9WzqMkT,2023-09-15
950 Hougang Street 91,,,800.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330756,https://99.co/singapore/rooms/property/950-hougang-street-91-hdb-G2wtbEZd7LxUjRa8va4LaP,2023-09-15
950 Hougang Street 91,,,1200.0,HDB,Master room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330759,https://99.co/singapore/rooms/property/950-hougang-street-91-hdb-UAauPNSzDdRHLAkhBwnUbL,2023-09-15
621 Yishun Ring Road,Khatib, 3 mins,850.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330761,https://99.co/singapore/rooms/property/621-yishun-ring-road-hdb-k9xMPEoLAZqQe9tgKUBxS9,2023-09-15
137 Bedok Reservoir Road,Kaki Bukit, 6 mins,1500.0,HDB,Master room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330764,https://99.co/singapore/rooms/property/137-bedok-reservoir-road-hdb-UGhFBJ7TmFN3TtQyNowhmm,2023-09-15
5000C Marine Parade Rd,Siglap, 1 mins,1200.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-15 13:57:29.330766,https://99.co/singapore/rooms/property/laguna-park-condo-eh79RHBiwvhABvDH3mD7rk,2023-09-15
5000E Marine Parade Rd,Siglap, 1 mins,1750.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330768,https://99.co/singapore/rooms/property/laguna-park-condo-b2uw7AtmubzQpSsfT6fZce,2023-09-15
256 Serangoon Central Drive,,,1200.0,HDB,Master room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330771,https://99.co/singapore/rooms/property/256-serangoon-central-drive-hdb-3LjTsV9ugm93EQ6q8cWexM,2023-09-15
531 Serangoon North Avenue 4,Serangoon North, 5 mins,480.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330773,https://99.co/singapore/rooms/property/531-serangoon-north-avenue-4-hdb-asvsSnd2TVyCZnx9AcRzbk,2023-09-15
467 Pasir Ris Drive 6,,,800.0,HDB,Common room,60.0,FULLY FURNISHED,2023-09-15 13:57:29.330776,https://99.co/singapore/rooms/property/467-pasir-ris-drive-6-hdb-9RBZmt2tuSDcXNk45FyFXY,2023-09-15
5 Elias Green,Tampines North, 6 mins,2000.0,Condo,Master room,500.0,FULLY FURNISHED,2023-09-15 13:57:29.330778,https://99.co/singapore/rooms/property/elias-green-condo-XLdqKQ8Jd9nztN3hPZb7Yn,2023-09-15
94E Bedok North Avenue 4,,,1100.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330781,https://99.co/singapore/rooms/property/94e-bedok-north-avenue-4-hdb-FvN9VvCU5L5CQiSRJXTN3D,2023-09-15
5 Simei St 3,,,1200.0,Condo,Common room,180.0,FULLY FURNISHED,2023-09-15 13:57:29.330783,https://99.co/singapore/rooms/property/eastpoint-green-condo-4FBEKpgLJkdD66tVxBBa7J,2023-09-15
581 Pasir Ris Street 53,Pasir Ris, 5 mins,800.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330785,https://99.co/singapore/rooms/property/581-pasir-ris-street-53-hdb-KMybDzzed5xkYsWxY7PX9C,2023-09-15
543 Jelapang Road,Senja, 2 mins,900.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330788,https://99.co/singapore/rooms/property/543-jelapang-road-hdb-DzvFEY7wmccFjAY32sLx3J,2023-09-15
68 Telok Blangah Heights,,,1200.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330790,https://99.co/singapore/rooms/property/68-telok-blangah-heights-hdb-RBEJtDYBbouaT59VMtwi3p,2023-09-15
2 Kim Tian Rd,Tiong Bahru, 3 mins,999.0,Condo,Common room,90.0,FULLY FURNISHED,2023-09-15 13:57:29.330792,https://99.co/singapore/rooms/property/kai-fook-mansion-condo-paSQtZvWjbKqQ5miVSvtzG,2023-09-15
5 Kim Keat Cl,,,1300.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330795,https://99.co/singapore/rooms/property/5-kim-keat-close-condo-ReM6cx566qkMoW4rMPPs8X,2023-09-15
301 Ang Mo Kio Avenue 3,Teck Ghee, 5 mins,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330797,https://99.co/singapore/rooms/property/301-ang-mo-kio-avenue-3-hdb-kASYJdPtjvzWxfxN8XG8eE,2023-09-15
850 Yishun Street 81,Khatib, 5 mins,900.0,HDB,Common room,129.0,FULLY FURNISHED,2023-09-15 13:57:29.330800,https://99.co/singapore/rooms/property/850-yishun-street-81-hdb-BvFAYfAx3DiDENDhWM3Qze,2023-09-15
359A Admiralty Drive,,,850.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-14 13:57:29.330802,https://99.co/singapore/rooms/property/359a-admiralty-drive-hdb-bfn7dFPZdcFvo8zX9amCVZ,2023-09-14
612D Punggol Drive,,,900.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330805,https://99.co/singapore/rooms/property/612d-punggol-drive-hdb-aGm8NQaoW3tmiBVbwtE88s,2023-09-14
936 Hougang Street 92,,,1100.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330807,https://99.co/singapore/rooms/property/936-hougang-street-92-hdb-5d5cyVHGWTeHh5bujXE8Xm,2023-09-14
345 Upp Bt Timah Rd,Hume, 3 mins,2500.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-14 13:57:29.330809,https://99.co/singapore/rooms/property/the-hillside-condo-d7bmxtmQhLeDshrLyLRCFp,2023-09-14
345 Upp Bt Timah Rd,Hume, 3 mins,1800.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-14 13:57:29.330812,https://99.co/singapore/rooms/property/the-hillside-condo-TQ8YuxFRvbjXbK3TgHsNrK,2023-09-14
69 Lor 6 Geylang,,,1350.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-14 13:57:29.330814,https://99.co/singapore/rooms/property/canberlin-lodge-condo-kEXBT5DYE2optjxEY7umL8,2023-09-14
522 Jelapang Road,Jelapang, 2 mins,900.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330817,https://99.co/singapore/rooms/property/522-jelapang-road-hdb-3tnyFXVxrJGyikdN6AsRr7,2023-09-14
453B Fernvale Road,Fernvale, 3 mins,1000.0,HDB,Master room,180.0,FULLY FURNISHED,2023-09-14 13:57:29.330819,https://99.co/singapore/rooms/property/453b-fernvale-road-hdb-58VJH9xqwo4qC2tffYeaFa,2023-09-14
290A Bukit Batok Street 24,,,1100.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330821,https://99.co/singapore/rooms/property/290a-bukit-batok-street-24-hdb-hyvFKVzeCAcDWnpgvES4Zp,2023-09-14
18A Holland Drive,Buona Vista, 6 mins,1700.0,HDB,Whole unit,721.0,FULLY FURNISHED,2023-09-14 13:57:29.330824,https://99.co/singapore/rooms/property/18a-holland-drive-hdb-ThvfYZmFuXTv3EKZsR79Mn,2023-09-14
273 Tanjong Katong Road,,,1400.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-14 13:57:29.330826,https://99.co/singapore/rooms/property/273-tanjong-katong-road-condo-bZjB5uWazUoWvFF3bbLuCa,2023-09-14
329A Guillemard Rd,,,1350.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-14 13:57:29.330829,https://99.co/singapore/rooms/property/guillemard-view-condo-2x9H9fDvvf8wqkmm3JLuaC,2023-09-14
503 Sembawang Rd,,,1200.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330831,https://99.co/singapore/rooms/property/seletaris-condo-RKSJBJeENskPNh43Znw3TV,2023-09-14
363 East Coast Rd,Marine Terrace, 6 mins,2500.0,Condo,Master room,300.0,PARTIALLY FURNISHED,2023-09-14 13:57:29.330834,https://99.co/singapore/rooms/property/infini-at-east-coast-condo-78fWH3iY3mBP9DAiikEPFu,2023-09-14
625 Ang Mo Kio Avenue 9,Yio Chu Kang, 5 mins,850.0,HDB,Common room,722.0,PARTIALLY FURNISHED,2023-09-14 13:57:29.330836,https://99.co/singapore/rooms/property/625-ang-mo-kio-avenue-9-hdb-9qsQcBLJZQfuL2SGkPUocC,2023-09-14
808B Choa Chu Kang Avenue 1,Keat Hong, 6 mins,950.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-14 13:57:29.330838,https://99.co/singapore/rooms/property/808b-choa-chu-kang-avenue-1-hdb-2mdM2KSbtCbBoqpyRc5jUt,2023-09-14
519C Tampines Central 8,,,1300.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-14 13:57:29.330841,https://99.co/singapore/rooms/property/519c-tampines-central-8-hdb-6M9vcWgjTTcDxbgzNyraM4,2023-09-14
222 Lorong 8 Toa Payoh,,,1000.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-14 13:57:29.330843,https://99.co/singapore/rooms/property/222-lorong-8-toa-payoh-hdb-gd3AM4Q8AM58GPLAqLoNcf,2023-09-14
5 Tanah Merah Kechil Rd,Tanah Merah, 5 mins,1650.0,Condo,Common room,90.0,FULLY FURNISHED,2023-09-14 13:57:29.330846,https://99.co/singapore/rooms/property/the-tanamera-condo-EzhNBW4yZELh3iR59RmE9r,2023-09-14
27 Hazel Pk Terrace,Petir, 6 mins,1200.0,Condo,Whole unit,1319.0,FULLY FURNISHED,2023-09-14 13:57:29.330848,https://99.co/singapore/rooms/property/hazel-park-condominium-condo-DkVAUCz6nJFXMMY3Sb2wSs,2023-09-14
27 Hazel Pk Terrace,Petir, 6 mins,1200.0,Condo,Common room,1318.0,FULLY FURNISHED,2023-09-14 13:57:29.330850,https://99.co/singapore/rooms/property/hazel-park-condominium-condo-Fhn74XDfSYN7WTgXbZfKYP,2023-09-14
115 Bishan Street 12,Bishan, 4 mins,1500.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-14 13:57:29.330853,https://99.co/singapore/rooms/property/115-bishan-street-12-hdb-LUGKp4MjFCZfRCUErgFYFZ,2023-09-14
5A Shenton Way,Shenton Way, 2 mins,4200.0,Condo,Studio,452.0,FULLY FURNISHED,2023-09-14 13:57:29.330855,https://99.co/singapore/rooms/property/v-on-shenton-condo-zAud6wXapSww3uWZ5YJcwT,2023-09-14
559 Ang Mo Kio Avenue 10,,,700.0,HDB,Common room,80.0,PARTIALLY FURNISHED,2023-09-14 13:57:29.330858,https://99.co/singapore/rooms/property/559-ang-mo-kio-avenue-10-hdb-nB4MEQLfYaq7PQcMqTRFCw,2023-09-14
8 Bhamo Rd,,,3000.0,Condo,Studio,506.0,FULLY FURNISHED,2023-09-14 13:57:29.330860,https://99.co/singapore/rooms/property/nova-88-condo-oM6Br2ydFUnJFVLKLzxVdF,2023-09-14
22 Lorong 34 Geylang,Dakota, 7 mins,3200.0,Condo,Studio,400.0,FULLY FURNISHED,2023-09-14 13:57:29.330862,https://99.co/singapore/rooms/property/22-lorong-34-geylang-condo-KMdSKjmEXkwm3wuNWH7XA3,2023-09-14
22 St. Michael's Rd,,,1050.0,Condo,Common room,1318.0,FULLY FURNISHED,2023-09-14 13:57:29.330865,https://99.co/singapore/rooms/property/sunville-condo-mBjt5mpNujownkMBf7nFHB,2023-09-14
405 Woodlands Street 41,Marsiling, 4 mins,750.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-14 13:57:29.330867,https://99.co/singapore/rooms/property/405-woodlands-street-41-hdb-8q5RYgCsMFMHKsRz8jbBrL,2023-09-14
689D Woodlands Drive 75,,,1200.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-14 13:57:29.330870,https://99.co/singapore/rooms/property/689d-woodlands-drive-75-hdb-dDFLbr4rRqa3bKmEV9pe2G,2023-09-14
40 Woodlands Dr 16,,,2300.0,Condo,Master room,300.0,FULLY FURNISHED,2023-09-14 13:57:29.330872,https://99.co/singapore/rooms/property/forestville-condo-hSqMGmTAx7yQuBhCtMu7QZ,2023-09-14
547 Pasir Ris Street 51,,,1300.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330875,https://99.co/singapore/rooms/property/547-pasir-ris-street-51-hdb-SQYUr7i6r4iCMrDL68LSyc,2023-09-14
82 Jellicoe Rd,Lavender, 2 mins,1900.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-14 13:57:29.330877,https://99.co/singapore/rooms/property/citylights-condo-gXdMNFSW9xnYoTwQtxRQsY,2023-09-14
31 Jurong West St 41,Lakeside, 4 mins,1400.0,Condo,Common room,120.0,PARTIALLY FURNISHED,2023-09-14 13:57:29.330879,https://99.co/singapore/rooms/property/the-lakeshore-condo-Ybrn3fHPVSJnf3gN3wXbzQ,2023-09-14
8 Flora Dr,,,2500.0,Condo,Master room,270.0,FULLY FURNISHED,2023-09-14 13:57:29.330882,https://99.co/singapore/rooms/property/ferraria-park-condominium-condo-dNci2Pjb87TeRocgjoChVK,2023-09-14
483 Yio Chu Kang Rd,,,2200.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-14 13:57:29.330884,https://99.co/singapore/rooms/property/castle-green-condo-h5pEUmqcwJrekvRAGzwqWi,2023-09-14
481 Tampines Street 44,,,1700.0,HDB,Common room,138.0,FULLY FURNISHED,2023-09-14 13:57:29.330887,https://99.co/singapore/rooms/property/481-tampines-street-44-hdb-U7Rn5KZuGymLwXqZdAJn4a,2023-09-14
131 Marsiling Rise,Woodlands North, 9 mins,1700.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330889,https://99.co/singapore/rooms/property/131-marsiling-rise-hdb-SQ4D3Y5zPXE9C8Wt2nSorM,2023-09-14
7 Simei St 3,,,1200.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330892,https://99.co/singapore/rooms/property/eastpoint-green-condo-SEwjwprZiYk7eVfRGtWjg4,2023-09-14
637 Pasir Ris Drive 1,,,1100.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330894,https://99.co/singapore/rooms/property/637-pasir-ris-drive-1-hdb-MbBEg8WXB2EpiNZsvF6vsX,2023-09-14
223 Upp Paya Lebar Rd,Bartley, 4 mins,2300.0,Condo,Master room,300.0,FULLY FURNISHED,2023-09-14 13:57:29.330897,https://99.co/singapore/rooms/property/botanique-at-bartley-condo-cmyL5aJ5CcFVHzC6q9VDH3,2023-09-14
8 Holland Avenue,,,1300.0,HDB,Master room,100.0,FULLY FURNISHED,2023-09-14 13:57:29.330899,https://99.co/singapore/rooms/property/8-holland-avenue-hdb-DpJuTqteQDeaxxk2EgfTEF,2023-09-14
95 Tampines Ave 1,,,1300.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-14 13:57:29.330901,https://99.co/singapore/rooms/property/waterview-condo-Xtm4eWMxcuEEE3zMAb72DC,2023-09-14
306C Punggol Place,Damai, 3 mins,1000.0,HDB,Common room,1001.0,FULLY FURNISHED,2023-09-14 13:57:29.330904,https://99.co/singapore/rooms/property/306c-punggol-place-hdb-243bESLYNaL8FcVMVZ7tyd,2023-09-14
41 Jurong East Ave 1,Chinese Garden, 2 mins,1500.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330906,https://99.co/singapore/rooms/property/parc-oasis-condo-5kJBrZxzvbb72DmUxP8FKk,2023-09-14
316C Anchorvale Link,Farmway, 6 mins,850.0,HDB,Master room,1206.0,FULLY FURNISHED,2023-09-14 13:57:29.330909,https://99.co/singapore/rooms/property/316c-anchorvale-link-hdb-qVXdUVcverXgaZwveXzkbL,2023-09-14
5 Rivervale Cres,Rumbia, 3 mins,1400.0,Condo,Master room,1444.0,FULLY FURNISHED,2023-09-14 13:57:29.330911,https://99.co/singapore/rooms/property/rivervale-crest-condo-5vHWyHS2RMcRt5BYCX3B6Y,2023-09-14
12 Fernvale St,Thanggam, 1 mins,1380.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-14 13:57:29.330914,https://99.co/singapore/rooms/property/parc-botannia-condo-TEfZDSrdyfXf4recVeJVxM,2023-09-14
2 Fowlie Rd,,,950.0,Condo,Common room,70.0,FULLY FURNISHED,2023-09-14 13:57:29.330916,https://99.co/singapore/rooms/property/sycamore-tree-condo-MTiZVXEj77ec9g7mTvFbri,2023-09-14
45 Hougang Ave 7,,,1800.0,Condo,Master room,350.0,FULLY FURNISHED,2023-09-14 13:57:29.330918,https://99.co/singapore/rooms/property/riverfront-residences-condo-LQNjCYPs43xXvneSX4Aiwa,2023-09-14
504 Ang Mo Kio Avenue 8,,,1100.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330921,https://99.co/singapore/rooms/property/504-ang-mo-kio-avenue-8-hdb-b9fL4oAvXPyJciUnDsboSZ,2023-09-14
322B Sumang Walk,Sumang, 4 mins,1400.0,HDB,Master room,120.0,FULLY FURNISHED,2023-09-14 13:57:29.330923,https://99.co/singapore/rooms/property/322b-sumang-walk-hdb-jwqVWnxeMDMBfkFtTCmFwn,2023-09-14
15 Beach Road,Nicoll Highway, 4 mins,650.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330926,https://99.co/singapore/rooms/property/15-beach-road-hdb-AhgASsYdHPF5YSJ67gRe6Q,2023-09-14
485 Segar Road,Segar, 2 mins,850.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330928,https://99.co/singapore/rooms/property/485-segar-road-hdb-cYmdSa5vHGWiUuqeQWrLR2,2023-09-14
11 Lor 28 Geylang,Aljunied, 6 mins,1800.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330931,https://99.co/singapore/rooms/property/atrium-residences-condo-Dpc2QfFwJ7NYLXBKeyJTLK,2023-09-14
19 Oxley Rd,Somerset, 5 mins,1700.0,Condo,Common room,140.0,FULLY FURNISHED,2023-09-14 13:57:29.330933,https://99.co/singapore/rooms/property/orchard-court-condo-acgkFJmiAqfmzrfqE2EB4K,2023-09-14
453 Tampines Street 42,Tampines East, 1 mins,1100.0,HDB,Common room,129.0,FULLY FURNISHED,2023-09-14 13:57:29.330935,https://99.co/singapore/rooms/property/453-tampines-street-42-hdb-TixgnnseknkuRmuSNr8Gx2,2023-09-14
203 Petir Road,,,900.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330938,https://99.co/singapore/rooms/property/203-petir-road-hdb-dfRDCXdza54aTVFUeYtDez,2023-09-14
173B Punggol Field,Meridian, 1 mins,1100.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-14 13:57:29.330940,https://99.co/singapore/rooms/property/173b-punggol-field-hdb-arEVNbtZHCSc5aqt87Gazc,2023-09-14
9 Bedok Reservoir View,Bedok Reservoir, 5 mins,2180.0,Condo,Master room,180.0,FULLY FURNISHED,2023-09-14 13:57:29.330943,https://99.co/singapore/rooms/property/aquarius-by-the-park-condo-EyV49BM3wBB2vH3jaBTdzr,2023-09-14
31 Hougang Ave 7,,,1200.0,Condo,Master room,100.0,FULLY FURNISHED,2023-09-14 13:57:29.330945,https://99.co/singapore/rooms/property/evergreen-park-condo-d7nDSk2KVKjKXePkFAcZyf,2023-09-14
68 Jln Mata Ayer,,,1880.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330947,https://99.co/singapore/rooms/property/northwood-condo-jADdyHcGKFQVQFChb28tdp,2023-09-14
2 Indus Rd,Havelock, 5 mins,2580.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-14 13:57:29.330950,https://99.co/singapore/rooms/property/emerald-park-condo-bJzKj7bNM36Ugc2KoDYAWV,2023-09-14
817C Keat Hong Link,Keat Hong, 1 mins,850.0,HDB,Common room,50.0,FULLY FURNISHED,2023-09-14 13:57:29.330952,https://99.co/singapore/rooms/property/817c-keat-hong-link-hdb-giqFieam8bNpE36VmawjtM,2023-09-14
